date,sheet,age,measure,value
Jan-Mar 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.2923564857788294
Apr-Jun 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.257703274622276
Jul-Sep 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.895017052412963
Oct-Dec 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.063558438805163
Jan-Mar 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.968487002304049
Apr-Jun 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.7671010786282135
Jul-Sep 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.801333279943924
Oct-Dec 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.576200177575498
Jan-Mar 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.808415739311177
Apr-Jun 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.915470951626143
Jul-Sep 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.756373289330517
Oct-Dec 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.357765345719528
Jan-Mar 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.217492000261588
Apr-Jun 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.124519515798068
Jul-Sep 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.893514122890577
Oct-Dec 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.563278313827739
Jan-Mar 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.160489751180834
Apr-Jun 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.6993270991212315
Jul-Sep 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.161065554382105
Oct-Dec 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.419811050523364
Jan-Mar 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6759322023871026
Apr-Jun 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8288581738679905
Jul-Sep 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.737762850179164
Oct-Dec 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.241923937978961
Jan-Mar 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.594381634971575
Apr-Jun 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.2553617847029135
Jul-Sep 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.572276085123728
Oct-Dec 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.352768941248808
Jan-Mar 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.115156775704288
Apr-Jun 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.317498197072179
Jul-Sep 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.128645284841695
Oct-Dec 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.295025338441588
Jan-Mar 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.22630342812885
Apr-Jun 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.683494867668182
Jul-Sep 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.699421397798025
Oct-Dec 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.437734399411227
Jan-Mar 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.293671915961976
Apr-Jun 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.029874699543862
Jul-Sep 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.468690996047257
Oct-Dec 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.838930286177232
Jan-Mar 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6735705412266477
Apr-Jun 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.018343600385953
Jul-Sep 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.177905108860596
Oct-Dec 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.356036340442748
Jan-Mar 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.572019660747708
Apr-Jun 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8861809584540477
Jul-Sep 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6053233521659163
Oct-Dec 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.410799545624662
Jan-Mar 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.34442015565441
Apr-Jun 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8230760198499887
Jul-Sep 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,2.7752493811529257
Oct-Dec 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6177631074560033
Jan-Mar 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.152527950001557
Apr-Jun 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.193441430272791
Jul-Sep 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.2008981780968684
Oct-Dec 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.251991846303849
Jan-Mar 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.5978035920945053
Apr-Jun 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.144149293755857
Jul-Sep 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.227324813053116
Oct-Dec 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.868684979726104
Jan-Mar 2024,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.516965597265035
Apr-Jun 2024,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.354700301237778
Jul-Sep 2024,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.713430913363327
Oct-Dec 2024,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.981294529074847
Oct-Dec 2001,People - SA,Aged 18-24,Young people who were NEET_Total,709.0
Jan-Mar 2002,People - SA,Aged 18-24,Young people who were NEET_Total,735.0
Apr-Jun 2002,People - SA,Aged 18-24,Young people who were NEET_Total,743.0
Jul-Sep 2002,People - SA,Aged 18-24,Young people who were NEET_Total,745.0
Oct-Dec 2002,People - SA,Aged 18-24,Young people who were NEET_Total,707.0
Jan-Mar 2003,People - SA,Aged 18-24,Young people who were NEET_Total,757.0
Apr-Jun 2003,People - SA,Aged 18-24,Young people who were NEET_Total,754.0
Jul-Sep 2003,People - SA,Aged 18-24,Young people who were NEET_Total,747.0
Oct-Dec 2003,People - SA,Aged 18-24,Young people who were NEET_Total,727.0
Jan-Mar 2004,People - SA,Aged 18-24,Young people who were NEET_Total,718.0
Apr-Jun 2004,People - SA,Aged 18-24,Young people who were NEET_Total,753.0
Jul-Sep 2004,People - SA,Aged 18-24,Young people who were NEET_Total,787.0
Oct-Dec 2004,People - SA,Aged 18-24,Young people who were NEET_Total,789.0
Jan-Mar 2005,People - SA,Aged 18-24,Young people who were NEET_Total,791.0
Apr-Jun 2005,People - SA,Aged 18-24,Young people who were NEET_Total,813.0
Jul-Sep 2005,People - SA,Aged 18-24,Young people who were NEET_Total,801.0
Oct-Dec 2005,People - SA,Aged 18-24,Young people who were NEET_Total,862.0
Jan-Mar 2006,People - SA,Aged 18-24,Young people who were NEET_Total,852.0
Apr-Jun 2006,People - SA,Aged 18-24,Young people who were NEET_Total,884.0
Jul-Sep 2006,People - SA,Aged 18-24,Young people who were NEET_Total,868.0
Oct-Dec 2006,People - SA,Aged 18-24,Young people who were NEET_Total,851.0
Jan-Mar 2007,People - SA,Aged 18-24,Young people who were NEET_Total,874.0
Apr-Jun 2007,People - SA,Aged 18-24,Young people who were NEET_Total,879.0
Jul-Sep 2007,People - SA,Aged 18-24,Young people who were NEET_Total,859.0
Oct-Dec 2007,People - SA,Aged 18-24,Young people who were NEET_Total,840.0
Jan-Mar 2008,People - SA,Aged 18-24,Young people who were NEET_Total,854.0
Apr-Jun 2008,People - SA,Aged 18-24,Young people who were NEET_Total,881.0
Jul-Sep 2008,People - SA,Aged 18-24,Young people who were NEET_Total,917.0
Oct-Dec 2008,People - SA,Aged 18-24,Young people who were NEET_Total,915.0
Jan-Mar 2009,People - SA,Aged 18-24,Young people who were NEET_Total,982.0
Apr-Jun 2009,People - SA,Aged 18-24,Young people who were NEET_Total,1014.0
Jul-Sep 2009,People - SA,Aged 18-24,Young people who were NEET_Total,1030.0
Oct-Dec 2009,People - SA,Aged 18-24,Young people who were NEET_Total,989.0
Jan-Mar 2010,People - SA,Aged 18-24,Young people who were NEET_Total,1035.0
Apr-Jun 2010,People - SA,Aged 18-24,Young people who were NEET_Total,985.0
Jul-Sep 2010,People - SA,Aged 18-24,Young people who were NEET_Total,1030.0
Oct-Dec 2010,People - SA,Aged 18-24,Young people who were NEET_Total,1078.0
Jan-Mar 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1035.0
Apr-Jun 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1074.0
Jul-Sep 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1142.0
Oct-Dec 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1115.0
Jan-Mar 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1099.0
Apr-Jun 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1099.0
Jul-Sep 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1030.0
Oct-Dec 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1015.0
Jan-Mar 2013,People - SA,Aged 18-24,Young people who were NEET_Total,1022.0
Apr-Jun 2013,People - SA,Aged 18-24,Young people who were NEET_Total,1018.0
Jul-Sep 2013,People - SA,Aged 18-24,Young people who were NEET_Total,1029.0
Oct-Dec 2013,People - SA,Aged 18-24,Young people who were NEET_Total,971.0
Jan-Mar 2014,People - SA,Aged 18-24,Young people who were NEET_Total,923.0
Apr-Jun 2014,People - SA,Aged 18-24,Young people who were NEET_Total,906.0
Jul-Sep 2014,People - SA,Aged 18-24,Young people who were NEET_Total,911.0
Oct-Dec 2014,People - SA,Aged 18-24,Young people who were NEET_Total,908.0
Jan-Mar 2015,People - SA,Aged 18-24,Young people who were NEET_Total,881.0
Apr-Jun 2015,People - SA,Aged 18-24,Young people who were NEET_Total,871.0
Jul-Sep 2015,People - SA,Aged 18-24,Young people who were NEET_Total,803.0
Oct-Dec 2015,People - SA,Aged 18-24,Young people who were NEET_Total,809.0
Jan-Mar 2016,People - SA,Aged 18-24,Young people who were NEET_Total,805.0
Apr-Jun 2016,People - SA,Aged 18-24,Young people who were NEET_Total,781.0
Jul-Sep 2016,People - SA,Aged 18-24,Young people who were NEET_Total,800.0
Oct-Dec 2016,People - SA,Aged 18-24,Young people who were NEET_Total,760.0
Jan-Mar 2017,People - SA,Aged 18-24,Young people who were NEET_Total,734.0
Apr-Jun 2017,People - SA,Aged 18-24,Young people who were NEET_Total,724.0
Jul-Sep 2017,People - SA,Aged 18-24,Young people who were NEET_Total,729.0
Oct-Dec 2017,People - SA,Aged 18-24,Young people who were NEET_Total,731.0
Jan-Mar 2018,People - SA,Aged 18-24,Young people who were NEET_Total,738.0
Apr-Jun 2018,People - SA,Aged 18-24,Young people who were NEET_Total,722.0
Jul-Sep 2018,People - SA,Aged 18-24,Young people who were NEET_Total,709.0
Oct-Dec 2018,People - SA,Aged 18-24,Young people who were NEET_Total,721.0
Jan-Mar 2019,People - SA,Aged 18-24,Young people who were NEET_Total,723.0
Apr-Jun 2019,People - SA,Aged 18-24,Young people who were NEET_Total,741.0
Jul-Sep 2019,People - SA,Aged 18-24,Young people who were NEET_Total,753.0
Oct-Dec 2019,People - SA,Aged 18-24,Young people who were NEET_Total,688.0
Jan-Mar 2020,People - SA,Aged 18-24,Young people who were NEET_Total,727.0
Apr-Jun 2020,People - SA,Aged 18-24,Young people who were NEET_Total,743.0
Jul-Sep 2020,People - SA,Aged 18-24,Young people who were NEET_Total,727.0
Oct-Dec 2020,People - SA,Aged 18-24,Young people who were NEET_Total,776.0
Jan-Mar 2021,People - SA,Aged 18-24,Young people who were NEET_Total,697.0
Apr-Jun 2021,People - SA,Aged 18-24,Young people who were NEET_Total,602.0
Jul-Sep 2021,People - SA,Aged 18-24,Young people who were NEET_Total,677.0
Oct-Dec 2021,People - SA,Aged 18-24,Young people who were NEET_Total,677.0
Jan-Mar 2022,People - SA,Aged 18-24,Young people who were NEET_Total,678.0
Apr-Jun 2022,People - SA,Aged 18-24,Young people who were NEET_Total,678.0
Jul-Sep 2022,People - SA,Aged 18-24,Young people who were NEET_Total,698.0
Oct-Dec 2022,People - SA,Aged 18-24,Young people who were NEET_Total,778.0
Jan-Mar 2023,People - SA,Aged 18-24,Young people who were NEET_Total,765.0
Apr-Jun 2023,People - SA,Aged 18-24,Young people who were NEET_Total,761.0
Jul-Sep 2023,People - SA,Aged 18-24,Young people who were NEET_Total,806.0
Oct-Dec 2023,People - SA,Aged 18-24,Young people who were NEET_Total,817.0
Jan-Mar 2024,People - SA,Aged 18-24,Young people who were NEET_Total,859.0
Apr-Jun 2024,People - SA,Aged 18-24,Young people who were NEET_Total,839.0
Jul-Sep 2024,People - SA,Aged 18-24,Young people who were NEET_Total,888.0
Oct-Dec 2024,People - SA,Aged 18-24,Young people who were NEET_Total,907.0
Oct-Dec 2001,People - SA,Aged 18-24,Young people who were NEET_Unemployed,295.0
Jan-Mar 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,300.0
Apr-Jun 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,292.0
Jul-Sep 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,285.0
Oct-Dec 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,269.0
Jan-Mar 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,299.0
Apr-Jun 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,278.0
Jul-Sep 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,279.0
Oct-Dec 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,265.0
Jan-Mar 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,265.0
Apr-Jun 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,284.0
Jul-Sep 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,296.0
