CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
S2QB,LFS Experimental: ILO Unemployment rate: UK: All: Aged 16-64 (%): Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2QC,LFS Experimental: Economically inactive rate: UK: All: Aged 16-64 (%): Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2QD,LFS Experimental: In employment: UK: All aged 16+: Thousands: Annual Change: SA,,,2025-02-18,2025-03-20,
S2QE,LFS Experimental: ILO Unemployed: UK: All aged 16+: Thousands: Annual Change: SA,,,2025-02-18,2025-03-20,
S2QF,LFS Experimental: Economically inactive: UK: All aged 16+: Thousands: Annual Change: SA,,,2025-02-18,2025-03-20,
S2QG,LFS Experimental: In employment: UK: All aged 16-64: Thousands: Annual Change: SA,,,2025-02-18,2025-03-20,
S2QH,LFS Experimental: ILO Unemployed: UK: All aged 16-64: Thousands: Annual Change: SA,,,2025-02-18,2025-03-20,
S2QI,LFS Experimental: Economically inactive: UK: All aged 16-64: Thousands: Annual Change: SA,,,2025-02-18,2025-03-20,
S2QJ,LFS Experimental: Employment rate: UK: All: Aged 16+ (%): Annual Change: SA,,,2025-02-18,2025-03-20,
S2QK,LFS Experimental: ILO Unemployment rate: UK: All: Aged 16+ (%): Annual Change: SA,,%,2025-02-18,2025-03-20,
S2QL,LFS Experimental: Economically inactive rate: UK: All: Aged 16+ (%): Annual Change: SA,,,2025-02-18,2025-03-20,
S2QM,LFS Experimental: Employment rate: UK: All: Aged 16-64 (%): Annual Change: SA,,%,2025-02-18,2025-03-20,
S2QN,LFS Experimental: ILO Unemployment rate: UK: All: Aged 16-64 (%): Annual Change: SA,,,2025-02-18,2025-03-20,
S2QO,LFS Experimental: Economically inactive rate: UK: All: Aged 16-64 (%): Annual Change: SA,,,2025-02-18,2025-03-20,
YBSF,LFS: In Employment: UK: Male: Aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBSI,LFS: Unemployed: UK: Male: Aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBSL,LFS: Economically Active: UK: Male: 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBSO,LFS: Economically Inactive: UK: Male: Aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBSR,LFS: In employment: UK: Male: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
YBSU,LFS: ILO unemployed: UK: Male: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
YBSX,LFS: Economically active: UK: Male: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
YBTA,LFS: Economically inactive: UK: Male: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
YBTC,LFS: Economic inactivity rate: UK: All: All aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
YBTD,LFS: Economic inactivity rate: UK: Male: All aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
YBTE,LFS: Economic inactivity rate: UK: Female: All aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
YBTG,LFS: Population aged 16-64: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YBTJ,LFS: Unemployment rate: UK: Male: Aged 16-64: %: SA,,%,2025-02-18,2025-03-20,
YBTM,LFS: Economic inactivity rate: UK: Male: Aged 16-64: %: SA,,%,2025-02-18,2025-03-20,
YBTO,LFS: In employment: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBTP,LFS: In employment: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBTQ,LFS: In employment: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBTR,LFS: In employment: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBTS,LFS: In employment: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBTT,LFS: In employment: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBTU,LFS: In employment: UK: All: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YBTV,LFS: In employment: UK: Male: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YBTW,LFS: In employment: UK: Female: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YBTX,LFS: In employment: UK: All: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBTY,LFS: In employment: UK: Male: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBTZ,LFS: In employment: UK: Female: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBUA,LFS: Employment rate: UK: All: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBUB,LFS: Employment rate: UK: Male: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBUC,LFS: Employment rate: UK: Female: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBUD,LFS: Employment rate: UK: All: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBUE,LFS: Employment rate: UK: Male: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBUF,LFS: Employment rate: UK: Female: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBUG,LFS: Employment rate: UK: All: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
YBUH,LFS: Employment rate: UK: Male: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
YBUI,LFS: Employment rate: UK: Female: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
YBUJ,LFS: Employment rate: UK: All: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
YBUK,LFS: Employment rate: UK: Male: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
YBUL,LFS: Employment rate: UK: Female: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
YBUN,LFS: Employment rate: UK: Male: Aged 50-64: %: SA,,%,2025-02-18,2025-03-20,
YBUQ,LFS: Employment rate: UK: Male: Aged 65+: %: SA,,%,2025-02-18,2025-03-20,
YBUS,LFS: Total actual weekly hours worked (millions): UK: All: SA,,,2025-02-18,2025-03-20,
YBUT,LFS: Total actual weekly hours worked (millions): UK: Male: SA,,,2025-02-18,2025-03-20,
YBUU,LFS: Total actual weekly hours worked (millions): UK: Female: SA,,,2025-02-18,2025-03-20,
YBUV,LFS: Avg actual weekly hours of work: UK: All workers in main & 2nd job: SA,,,2025-02-18,2025-03-20,
YBUW,LFS: Avg actual weekly hours of work: UK: Male workers in main & 2nd job: SA,,,2025-02-18,2025-03-20,
YBUX,LFS: Avg actual weekly hours of work: UK: Female workers in main & 2nd job: SA,,,2025-02-18,2025-03-20,
YBUY,Average actual weekly hours of work for full-time workers (seasonally adjusted),,hours,2025-02-18,2025-03-20,
YBUZ,LFS: Avg actual weekly hours of work: UK: Male full-time workers in main job: SA,,,2025-02-18,2025-03-20,
YBVA,LFS: Avg actual weekly hrs of work: UK: Female full-time workers in main job: SA,,,2025-02-18,2025-03-20,
YBVB,Average actual weekly hours of work for part-time workers (seasonally adjusted),,hours,2025-02-18,2025-03-20,
YBVC,LFS: Avg actual weekly hours of work: UK: Male part-time workers in main job: SA,,,2025-02-18,2025-03-20,
YBVD,LFS: Avg actual weekly hrs of work: UK: Female part-time workers in main job: SA,,,2025-02-18,2025-03-20,
YBVE,LFS: Avg actual weekly hours of work: UK: All workers in 2nd job: SA,,,2025-02-18,2025-03-20,
YBVF,LFS: Avg actual weekly hours of work: UK: Male workers in 2nd job: SA,,,2025-02-18,2025-03-20,
YBVG,LFS: Avg actual weekly hours of work: UK: Female workers in 2nd job: SA,,,2025-02-18,2025-03-20,
YBVH,LFS: Unemployed: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBVI,LFS: Unemployed: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBVJ,LFS: Unemployed: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBVK,LFS: Unemployment rate: UK: All: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBVL,LFS: Unemployment rate: UK: Male: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBVM,LFS: Unemployment rate: UK: Female: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBVN,LFS: Unemployed: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBVO,LFS: Unemployed: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBVP,LFS: Unemployed: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBVQ,LFS: Unemployment rate: UK: All: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBVR,LFS: Unemployment rate: UK: Male: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBVS,LFS: Unemployment rate: UK: Female: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBVT,LFS: Unemployed: UK: All: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBVU,LFS: Unemployed: UK: Male: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBVV,LFS: Unemployed: UK: Female: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBVW,LFS: Unemployment rate: UK: All: Aged 50 and over: %: SA,,%,2025-02-18,2025-03-20,
YBVX,LFS: Unemployment rate: UK: Male: Aged 50 and over: %: SA,,%,2025-02-18,2025-03-20,
YBVY,LFS: Unemployment rate: UK: Female: Aged 50 and over: %: SA,,%,2025-02-18,2025-03-20,
YBWA,LFS: Economically inactive: UK: Male: Does not want job: Thousands: SA,,,2025-02-18,2025-03-20,
YBWD,LFS: Economically inactive: UK: Male: Wants a job: Thousands: SA,,,2025-02-18,2025-03-20,
YBWF,LFS: Unemployed up to 6 months: UK: All: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBWG,LFS: Unemployed over 6 and up to 12 months: UK: All: Aged 16+: Thousands: SA,,,2025-02-18,2025-03-20,
YBWH,LFS: Unemployed over 12 months: UK: All: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBWI,LFS: Unemployed over 12 months: UK: All: Aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
YBWJ,LFS: Unemployed over 12 months: UK: Male: Aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
YBWK,LFS: Unemployed over 12 months: UK: Female: Aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
YBWL,LFS: Unemployed over 24 months: UK: All: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBWM,LFS: Unemployed over 24 months: UK: Male: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBWN,LFS: Unemployed over 24 months: UK: Female: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBWP,LFS: Unemployed up to 6 months: UK: Male: Aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBWS,LFS: Unemployed over 6 and up to 12 months: UK: Male: Aged 16-59: 000's: SA,,000's,2025-02-18,2025-03-20,
YBWV,LFS: Unemployed over 12 months: UK: Male: Aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBWY,LFS: Unemployed over 12 months: UK: Male: Aged 16-64: %: SA,,%,2025-02-18,2025-03-20,
YBXB,LFS: Unemployed over 24 months: UK: Male: Aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
YBXD,LFS: Unemployed up to 6 months: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXE,LFS: Unemployed up to 6 months: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXF,LFS: Unemployed up to 6 months: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXG,LFS: Unemployed over 6 and up to 12 months: UK: All: Aged 16-17: 000's: SA,,000's,2025-02-18,2025-03-20,
YBXH,LFS: Unemployed over 6 and up to 12 months: UK: Male: Aged 16-17: 000's: SA,,000's,2025-02-18,2025-03-20,
YBXI,LFS: Unemployed over 6 and up to 12 months: UK: Female: Aged 16-17: 000's:SA,,000's,2025-02-18,2025-03-20,
YBXJ,LFS: Unemployed over 12 months: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXK,LFS: Unemployed over 12 months: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXL,LFS: Unemployed over 12 months: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXM,LFS: Unemployed over 12 months: UK: All: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBXN,LFS: Unemployed over 12 months: UK: Male: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBXO,LFS: Unemployed over 12 months: UK: Female: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YBXP,LFS: Unemployed over 24 months: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXQ,LFS: Unemployed over 24 months: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXR,LFS: Unemployed over 24 months: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBXS,LFS: Unemployed up to 6 months: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBXT,LFS: Unemployed up to 6 months: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBXU,LFS: Unemployed up to 6 months: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBXV,LFS: Unemployed over 6 and up to 12 months: UK: All: Aged 18-24: 000's: SA,,000's,2025-02-18,2025-03-20,
YBXW,LFS: Unemployed over 6 and up to 12 months: UK: Male: Aged 18-24: 000's: SA,,000's,2025-02-18,2025-03-20,
YBXX,LFS: Unemployed over 6 and up to 12 mths: UK: Female: Aged 18-24: 000's: SA,,000's,2025-02-18,2025-03-20,
YBXY,LFS: Unemployed over 12 months: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBXZ,LFS: Unemployed over 12 months: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBYA,LFS: Unemployed over 12 months: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBYB,LFS: Unemployed over 12 months: UK: All: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBYC,LFS: Unemployed over 12 months: UK: Male: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBYD,LFS: Unemployed over 12 months: UK: Female: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YBYE,LFS: Unemployed over 24 months: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBYF,LFS: Unemployed over 24 months: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBYG,LFS: Unemployed over 24 months: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBYH,LFS: Unemployed up to 6 months: UK: All: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYI,LFS: Unemployed up to 6 months: UK: Male: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYJ,LFS: Unemployed up to 6 months: UK: Female: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYK,LFS: Unemployed over 6 and up to 12 months: UK: All: Aged 25-49: 000's: SA,,000's,2025-02-18,2025-03-20,
YBYL,LFS: Unemployed over 6 and up to 12 months: UK: Male: Aged 25-49: 000's: SA,,000's,2025-02-18,2025-03-20,
YBYM,LFS: Unemployed over 6 and up to 12 months: UK: Female: Aged 25-49: 000's:SA,,000's,2025-02-18,2025-03-20,
YBYN,LFS: Unemployed over 12 months: UK: All: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYO,LFS: Unemployed over 12 months: UK: Male: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYP,LFS: Unemployed over 12 months: UK: Female: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYQ,LFS: Unemployed over 12 months: UK: All: Aged 25-49: %: SA,,%,2025-02-18,2025-03-20,
YBYR,LFS: Unemployed over 12 months: UK: Male: Aged 25-49: %: SA,,%,2025-02-18,2025-03-20,
YBYS,LFS: Unemployed over 12 months: UK: Female: Aged 25-49: %: SA,,%,2025-02-18,2025-03-20,
YBYT,LFS: Unemployed over 24 months: UK: All: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYU,LFS: Unemployed over 24 months: UK: Male: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYV,LFS: Unemployed over 24 months: UK: Female: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBYW,LFS: Unemployed up to 6 months: UK: All: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBYX,LFS: Unemployed up to 6 months: UK: Male: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBYY,LFS: Unemployed up to 6 months: UK: Female: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBYZ,LFS: Unemployed over 6 and up to 12 months: UK: All: Aged 50+: 000's: SA,,000's,2025-02-18,2025-03-20,
YBZA,LFS: Unemployed over 6 and up to 12 months: UK: All: Aged 50+: 000's: SA,,000's,2025-02-18,2025-03-20,
YBZB,LFS: Unemployed over 6 and up to 12 months: UK: Female: Aged 50+: 000's: SA,,000's,2025-02-18,2025-03-20,
YBZC,LFS: Unemployed over 12 months: UK: All: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBZD,LFS: Unemployed over 12 months: UK: Male: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBZE,LFS: Unemployed over 12 months: UK: Female: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBZF,LFS: Unemployed over 12 months: UK: All: Aged 50 and over: %: SA,,%,2025-02-18,2025-03-20,
YBZG,LFS: Unemployed over 12 months: UK: Male: Aged 50 and over: %: SA,,%,2025-02-18,2025-03-20,
YBZH,LFS: Unemployed over 12 months: UK: Female: Aged 50 and over: %: SA,,%,2025-02-18,2025-03-20,
YBZI,LFS: Unemployed over 24 months: UK: All: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBZJ,LFS: Unemployed over 24 months: UK: Male: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBZK,LFS: Unemployed over 24 months: UK: Female: Aged 50 and over: Thousands: SA,,,2025-02-18,2025-03-20,
YBZL,LFS: Economically active: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBZM,LFS: Economically active: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBZN,LFS: Economically active: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YBZO,LFS: Economically active: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBZP,LFS: Economically active: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBZQ,LFS: Economically active: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YBZR,LFS: Economically active: UK: All: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YBZS,LFS: Economically active: UK: Male: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YBZT,LFS: Economically active: UK: Female: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YBZU,LFS: Economically active: UK: All: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBZV,LFS: Economically active: UK: Male: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBZW,LFS: Economically active: UK: Female: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YBZY,LFS: Economically active: UK: Male: Aged 50-64: Thousands: SA,,,2025-02-18,2025-03-20,
YCAE,LFS: Economically active: UK: Male: Aged 65+: Thousands: SA,,,2025-02-18,2025-03-20,
YCAG,LFS: Economic activity rate: UK: All: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YCAH,LFS: Economic activity rate: UK: Male: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YCAI,LFS: Economic activity rate: UK: Female: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
YCAJ,LFS: Economic activity rate: UK: All: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YCAK,LFS: Economic activity rate: UK: Male: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YCAL,LFS: Economic activity rate: UK: Female: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
YCAM,LFS: Economic activity rate: UK: All: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
YCAN,LFS: Economic activity rate: UK: Male: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
YCAO,LFS: Economic activity rate: UK: Female: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
YCAP,LFS: Economic activity rate: UK: All: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
YCAQ,LFS: Economic activity rate: UK: Male: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
YCAR,LFS: Economic activity rate: UK: Female: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
YCAS,LFS: Economically inactive: UK: All: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YCAT,LFS: Economically inactive: UK: Male: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YCAU,LFS: Economically inactive: UK: Female: Aged 16-17: Thousands: SA,,,2025-02-18,2025-03-20,
YCAV,LFS: Economically inactive: UK: All: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YCAW,LFS: Economically inactive: UK: Male: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YCAX,LFS: Economically inactive: UK: Female: Aged 18-24: Thousands: SA,,,2025-02-18,2025-03-20,
YCAY,LFS: Economically inactive: UK: All: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YCAZ,LFS: Economically inactive: UK: Male: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YCBA,LFS: Economically inactive: UK: Female: Aged 25-34: Thousands: SA,,,2025-02-18,2025-03-20,
YCBB,LFS: Economically inactive: UK: All: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YCBC,LFS: Economically inactive: UK: Male: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YCBD,LFS: Economically inactive: UK: Female: Aged 35-49: Thousands: SA,,,2025-02-18,2025-03-20,
YCBE,LFS: In employment: Full-time: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBF,LFS: In employment: Full-time: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCBG,LFS: In employment: Full-time: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBH,LFS: In employment: Part-time: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBI,LFS: In employment: Part-time: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCBJ,LFS: In employment: Part-time: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBK,LFS: Employees: Full-time: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBL,LFS: Employees: Full-time: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCBM,LFS: Employees: Full-time: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBN,LFS: Employees: Part-time: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBO,LFS: Employees: Part-time: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCBP,LFS: Employees: Part-time: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBQ,LFS: Self-employed: Full-time: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBR,LFS: Self-employed: Full-time: UK: Male: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBS,LFS: Self-employed: Full-time: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBT,LFS: Self-employed: Part-time: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBU,LFS: Self-employed: Part-time: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCBV,LFS: Self-employed: Part-time: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBW,LFS: Workers with second jobs: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCBX,LFS: Workers with second jobs: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCBY,LFS: Workers with second jobs: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCBZ,LFS: Temporary employees: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCCA,LFS: Temporary employees: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCCB,LFS: Temporary employees: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCCC,LFS: Temporary employees as a % of all employees: UK: All: Thousands: SA,,%,2025-02-18,2025-03-20,
YCCD,LFS: Temporary employees as a % of all employees: UK: Male: SA,,%,2025-02-18,2025-03-20,
YCCE,LFS: Temporary employees as a % of all employees: UK: Female: SA,,%,2025-02-18,2025-03-20,
YCCF,LFS: Temporary employees: Could not find permanent job: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCCG,LFS: Temporary employees: Could not find permanent job: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCCH,LFS: Temporary employees: Could not find permanent: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCCI,LFS: Temporary employees: % could not find permanent job: UK: All: SA,,%,2025-02-18,2025-03-20,
YCCJ,LFS: Temporary employees: % could not find permanent job: UK: Male: SA,,%,2025-02-18,2025-03-20,
YCCK,LFS: Temporary employees: % could not find permanent job: UK: Female: SA,,%,2025-02-18,2025-03-20,
YCCL,LFS: Temporary employees: Did not want permanent job: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCCM,LFS: Temporary employees: Did not want permanent job: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCCN,LFS: Temporary employees: Did not want permanent job: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCCO,LFS: Temporary employees: Contract with period of training: UK: All: 000's: SA,,000's,2025-02-18,2025-03-20,
YCCP,LFS: Temporary employees: Contract with period of training: UK: Male: 000's: SA,,000's,2025-02-18,2025-03-20,
YCCQ,LFS: Temporary employees: Contract with period of training: UK: Female: 000s: SA,,000's,2025-02-18,2025-03-20,
YCCR,LFS: Temporary employees: Some other reason: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCCS,LFS: Temporary employees: Some other reason: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCCT,LFS: Temporary employees: Some other reason: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCCU,LFS: Part-time workers: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCCV,LFS: Part-time workers: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCCW,LFS: Part-time workers: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCCX,LFS: Part-time workers: Could not find full-time job: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCCY,LFS: Part-time workers: Could not find full-time job: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCCZ,LFS: Part-time workers: Could not find full-time job: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCDA,LFS: Part-time workers: % could not find full-time job: UK: All: SA,,%,2025-02-18,2025-03-20,
YCDB,LFS: Part-time workers: % could not find full-time job: UK: Male: SA,,%,2025-02-18,2025-03-20,
